,Name,account_url,bio,post_desc,post_img
217,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"Are you interested in viable #sustainable solutions for reduction, reuse and recycling of plastics for transition towards a #circulareconomy?
 
Join us at our consultation workshop on for Plastic Packaging on 1 July! The objective of the workshop is to align potential synergies for technological solutions for reduction, reuse and recycling of plastics, and circular business models with focus on implementation, supporting India's national policy framework on Extended Producer Responsibility for Plastic Packaging.
 
This consultation is open to public and private stakeholders working along the plastic waste value chain. To attend the workshop, register here: .

Date: 1 July 2022
Venue: Lucknow
 
Organised as part of a series of ongoing consultation workshops under the Indo-German technical cooperation project 'Circular Economy Solutions Preventing Marine Litter in Ecosystems (CES)' together with and .

For queries, write to and .",https://media.licdn.com/dms/image/C4D22AQH5owPyGpVUGA/feedshare-shrink_800/0/1656508463895?e=1683158400&v=beta&t=mp1pjfwC32CJ3fp41m5KjTowUl_O4_xo4YDDhffCc20
218,Dr. Priyank Arya,https://www.linkedin.com/in/dr-priyank-arya-69055370?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA8H6QwB_1zMH0uonzlCprp2m5TF4C6kYWk,Founder Director EHS Services,"Central Pollution Control Board (CPCB) has changed #plasticwastemanagement #epr national portal and now figures about the plastic waste is quite interesting.
Few things are below as per CPCB Portal (For 2020-21 & 2021-22) til 24.07.22

- Total Plastic Procured: 62.56 Lacs TPA
Rigid Plastics: 37.02 Lacs TPA or 59%
Flexible Plastics: 19.54 Lacs TPA or 31.23%
MLP: 5.99 Lacs TPA is 0.1%
 
- Total Plastic Waste Generated: 26.69 Lacs TPA
- Total EPR Target: 21.96 Lacs TPA
 
Total PIBO’s Applied: is 1577
Total Rejected: 599
Total Registered: 918

Total Brands Applied: 604 (85 Rejected, 485 Registered)
Total Producer Applied: 369 (89 Rejected, 178 Registered)
Total Importer Applied: 604 (425 Rejected, 255 Registered)

For any support you can write us at or WhatsApp: 966750-7017",https://media.licdn.com/dms/image/C4D22AQFnwLhKr6D_Eg/feedshare-shrink_800/0/1658681342531?e=1683158400&v=beta&t=YTzarp8YLKXSVDkhL6xbgHJcIeC1k3PhRCgA7QaaIrA
219,Shailesh Shinde,https://www.linkedin.com/in/shailesh-shinde-092b2116?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANejS4BLteJdinN4hiv3hobT5VRWtpksck,Plastic Waste Management | Recycling | EPR | Trading of Plastic Scrap | Circular Economy | Zero Waste,"The thickness of Plastic packaging needs to be more than 50 microns in the state of Maharashtra.
This is as per the latest amendments (March 2022) to the Maharashtra Plastic and Thermocol Products (MUSTH&S) Notification, 2018 by the Department of Environment, Government of Maharashtra.

This clarifies all the doubts regarding 50 microns and 75 microns in the state of Maharashtra.
Carry bags are totally banned in Maharashtra irrespective of their thickness.",
220,रोहित कुमार दास Rohit Kumar Das,https://www.linkedin.com/in/%E0%A4%B0%E0%A5%8B%E0%A4%B9%E0%A4%BF%E0%A4%A4-%E0%A4%95%E0%A5%81%E0%A4%AE%E0%A4%BE%E0%A4%B0-%E0%A4%A6%E0%A4%BE%E0%A4%B8-rohit-kumar-das-771991112?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABxD8AUBoyNKH3egJ8VI37tSZpz0UnxNpzg,Chief Compliance Officer,"I would like to extend my heartfelt gratitude for taking the time to join us in EPR Compliance Session on 3rd February 03:30PM - 05:30PM. Your participation and contributions have made this session a resounding success.

Your insights, ideas, and perspectives have enriched our discussions, and I truly appreciate the effort you have made to be here. I hope that you have gained valuable knowledge and new connections that will benefit you in your professional life.

Once again, thank you for your time and presence. I look forward to future opportunities to collaborate and learn together.

Warm regards,
Rohit Kumar Das",https://media.licdn.com/dms/image/C4D22AQGImJxTEqrKJQ/feedshare-shrink_2048_1536/0/1675497517175?e=1683158400&v=beta&t=wkTD1y-RB6GX9BepXO9scZw6AxM81vx73hucj3jNS4Q
221,Hindustan E-waste,https://www.linkedin.com/in/hindustan-e-waste-9b5837104?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABp2x9kBusTS2-B3D8pAXWIM4OuyA8XMB8o,Producer Responsibility Organization (PRO),"Dear #friends pls be #Responsible for your #doings, Kindly #follow safe & proper #waste disposal #practice with #Hew.

Get connected with us 👇
🌐
📧
📞 18003132414",https://media.licdn.com/dms/image/C4D22AQFAlyC7Fw_ELA/feedshare-shrink_800/0/1675965735841?e=1683158400&v=beta&t=obifqPP_2nfuNPbGZI1IqCAaD77EgXhhqC_6f4JyR0Q
222,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"♻️Progressing from the discussions of the ""Invest Meet for Plastic Free UP"", ""UP Plastic Waste Management Conclave 2022"" as part of the SUP Free UP Race Campaign 2022 held in July, a B2B Meet to promote #singleuseplastic alternatives in was organised jointly with the Department of Environment, Forest and Climate Change, Government of Uttar Pradesh.

💡Exploring alternative packaging, eco-design, potential collaboration efforts for scaling-up plastic alternatives with industry experts, start-ups, innovators & government stakeholders.

👉All queries can be addressed to

 
    ",https://media.licdn.com/dms/image/C4D22AQEvowiQoGgbkA/feedshare-shrink_800/0/1662458209194?e=1683158400&v=beta&t=14P5uWKpTyMyUM9vJ-U4kt7yoPHtRIm3d5GhI3xcY7Q
223,Manik Thapar,https://www.linkedin.com/in/manikthapar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAADRib8Br0iwFboQjV04qgYwnNQFFB2hz_4,Trash Talker: Chairman of Garbage: Eco Wise Waste Management,"Let’s Talk Trash: Live On LinkedIn Tomorrow

This is a one hour audio event where participants can engage in conversations & ask questions pertaining to the waste management sector in India.",
224,Augustine J Wincent,https://www.linkedin.com/in/augustine-j-wincent-9b630223?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATZpxoBw97oeYg3O2U-58rksH6_jHZqu6A,Circular Economy I Waste Management I Plastics Recycling I Machine Tools I Automotive Industry I Industrial Automation I Digital Marketing,"#meaningful #handshakes with Subodh Kumar and his team from Tinna Rubber & Infrastructure Ltd.

Glad to discover about in the tyre and rubber industry in

India Proposes Stricter Rules for Waste Tyre Recycling
 
The Ministry of Environment, Forests and Climate Change () recently shared the draft notification for regulations for the extended producer responsibility () for waste tyres. If finalised, the rules will be effective from the coming financial year.

'Extended Producer Responsibility' means the responsibility of the producer of tyres to ensure sound management of such as per the provisions of this . The term environmentally sound management of waste tyre means taking all steps required to ensure that waste tyre is managed in a manner, which shall protect and against any adverse effects, which may result from such waste tyre.""

The draft notification mentions the obligation for 2022-23 as 35% of the number of new tyres manufactured/imported in 2020-21, 70% of the number of new tyres manufactured/imported in 2021-22 and 100% of the new tyres manufactured/imported in 2022-23.

The and the of waste tyres would be covered under the EPR obligations. would be compulsory, which would mean no entity - producer or recycler of waste tyre - can carry out any without registration, according to the draft notification. This is an important development as much of the tyre waste recycling or burning happens in the in an manner.

Earlier, the had constituted a committee for ' in and Industry' to prepare a comprehensive action plan for for the waste tyres. The committee included the representatives of , , , , , (NEERI) among others.

India will see more recycling in the future!
Don't miss to witness the and for tyre and rubber recycling at scheduled from 17-19 Oct 2023 , Mumbai.

IFAT Eurasia SMM",https://media.licdn.com/dms/image/C4D22AQGnQXTtZUEiKQ/feedshare-shrink_800/0/1674638665043?e=1683158400&v=beta&t=G-QXCUytQATi7sbEcf1l3eFMnTnczaGrA7cYVwJlPZs
225,Kunal Saini,https://www.linkedin.com/in/kunal-saini-18945861?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA0PC_kBEMBXvq5ouFZWCr6tCEH-M1mZEZI,HCL- Corporate Social Responsibility I Sustainability l Environment l Public Health,"Clean Noida - HCL Foundation
HCLSamuday
#sustainabledevelopment # Noida Authority #swachhbharat
This video includes Statue of Gandhi Ji (using 1000kgs of Plastic waste) made Under the Clean Noida Project of HCL Foundation. The statue has been installed at the roundabout of Sector 137 Noida.

Kudos, Team Clean Noida - HCL Foundation",
226,Garima Poonia,https://www.linkedin.com/in/garima-poonia-545a67203?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADPywEUBvfoJH2crV8HYE-DWtthJRu5mzv0,Trash Pirate | Founder- The Kachrewaale Project | Young India Fellow| Island Innovation Ambassador,"Perhaps it was the enchanting beauty of this place that made this place both special and sacred. What better place to build a place of worship than this? However, what's happening to this place right now is far from sacred.

This is the view from the famous Mukteshwar Mahadev temple in , . As per locals from the area, shops and eateries started springing up within the last decade. Tourism is considered an important source of revenue for many Himalayan regions, encouraged by both the private sector and the government.

Who will encourage waste management? Will tourists still come here if the place keeps on becoming more dirty? Do we simply blame the locals? What are the shopkeepers supposed to do when there is no collection service for the waste generated at this site?

Due to lack of options, all the waste generated by shops and two resorts in the area is dumped behind the shops, in the forest, right next to a trail. Once the pit is full, and often even before that, the waste is set on fire.

Follow the Kachrewaale Project in collaboration with as we continue our study on waste in the Kumaon region of Uttarakhand.",https://media.licdn.com/dms/image/C4E22AQFdCBS34Up0_Q/feedshare-shrink_800/0/1660210202721?e=1683158400&v=beta&t=P6ScobC5tJRh6Qc7IdYyzsbmFWSVEXh4gAU_m7tucjw
227,Chakravarthi AVPS,https://www.linkedin.com/in/chakravarthi-avps-99925614?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALiWwUBOX3w-SLxBQu2EI1Jo4sp-5DxClM,Global Ambassador - World Packaging Organisation,"See you there tomorrow!

If you have not registered yet, you can still do it now…



Over 150 participants from various fields of plastic recycling and waste management and people who facilitate EPR.

The initiative comes with a well thought and world class agenda that can drive conversations, collaborations and connections between global leaders/stakeholders in the Plastic recycling industry, waste management industry
and EPR.


         ",https://media.licdn.com/dms/image/C5622AQGBzPFA9fY2tQ/feedshare-shrink_800/0/1669035376106?e=1683158400&v=beta&t=uSSsSpbzox42TzH66JSECG-xxaqqnim_-c-5mI2rIMg
228,Manik Thapar,https://www.linkedin.com/in/manikthapar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAADRib8Br0iwFboQjV04qgYwnNQFFB2hz_4,Trash Talker: Chairman of Garbage: Eco Wise Waste Management,Many Of the largest companies in the world greenwash by funding environmental NGO’s that then formulate social stories to lend credence to weak & green washed corporate sustainability commitments. This amounts to nothing more than a deceptive advertising & marketing tool.,https://media.licdn.com/dms/image/C5622AQFVwBDuZbYFfA/feedshare-shrink_800/0/1657610359020?e=1683158400&v=beta&t=u6cfbZrYhlnIPw4LUaD6yyrVGVz4eBapSMR1CG71Ip4
229,Shailendra Singh,https://www.linkedin.com/in/shailendra-singh-8645a014?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALvKswBwx8BiMV7TuS_473RbdHfUx9pxpc,Founder & CEO SustainMantra | Demystifying Sustainability for MSME Companies| Circular Economy| Plastic Circularity |B2B Sales Coach | Chemicals,"Is the Global North doing more damage than helping the situation with plastic pollution?
Armed with dollars & a false sense of moral propriety, many of these global organizations get plastic waste situation & ground realities in developing countries totally wrong. Here is a classic case!
I have seen many such ""well intentioned"" reports getting it so totally wrong, that it completely defaces the narrative and points all of us in the wrong direction!
Quoting from the summary of the report.. ""Key recommendations failed to understand plastic pollution from a holistic perspective — placing too much blame on the five most impacted Asian countries and suggesting carbon-heavy options for disposal""
Have you had similar experiences? your comments /thoughts?",
230,SHASHIDHAR MADARKHANDI,https://www.linkedin.com/in/shashidhar-madarkhandi-2a0948a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAHrR5gB08qHGfYUi32IAJZK3edlWk-4sTc,Founder & CEO - GSM PLASTIC INDUSTRIES,"r PP CP - Injection
#automotive #epr #circulareconomy",https://media.licdn.com/dms/image/C5622AQELUBrqAuwg3g/feedshare-shrink_800/0/1660376153234?e=1683158400&v=beta&t=5__jCYQyUsN2enSwmr1oXqyLE3Fn4jBOBktaek6diFc
231,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"MSME Chamber of Commerce and Industry of India & SEPC ( Services Export Promotion Council) jointly organized Global Conferance ,Exhibition and Business Excellence Awards at Vigyan Bhavan from 25th-27th April 2022,appreciated by all across including the Ministers.1st day the participants was 889,2nd day 415 & 3rd day 349 Total-1667.Due to Corona again coming up lots of participants joined Hybrid.

our sponsors and Supporting Partners-220 nos

ONE OF OUR SPONSOR SHAKTI PLASTICS, MUMBAI HAS EXPRESSED THEIR GRATITUDE FOR OUR RECENT MEGA EVENTS IN NEW DELHI.

| | | | | |
| | | | | | | | | | |
| | | | | | | |
|",
232,Vimlendu Jha,https://www.linkedin.com/in/vimlendu-jha?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAABhycUB7p25VK-IPQdI90lcWkj2buJVLP8,"Social Entrepreneur, Change Leader, Media Commentator, TEDxSpeaker, CEO - Swechha/Green The Map, MAC Member - 10YFP (UNEP)","We at Swechha India and Green the Map just concluded a very exciting project with GIZ India on Single-Use Plastic (SUP), Microplastics and EPR, where we developed a series of infographics on the topic. Idea was to simplify the concept, create awareness and solicit action from individuals, collectives as well as the industry.

Today being the first day of national ban on single-use plastic ban by Government of India, presenting first of our series of info-graphics, on what is SUP! #",
233,Rajay Rasaikar,https://www.linkedin.com/in/rajay-rasaikar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABeSjdABS1T_mk_VN4lbnCJgJkdF-KKVKHg,Building Sustainable Economic Models for Circularity & Waste Management || Marine Litter Mitigation,"I'm excited to be a part of Panel Discussion organised by International Council for Circular Economy in partnership with IFAT India to organise a knowledge sharing session on ""Circular Economy - A Design rethinking Approach"" at IFAT India 2022, scheduled from 28 to 30 Sept 2022 at Bombay Exhibition Centre, Mumbai.

Do visit!

""Circular Economy - A Design rethinking Approach""
Date: 29th September, 2022
Time: 14:00 hrs - 15:00 hrs
Venue: Hall 1, Bombay Exhibition Center

Looking forward to the discussion with my co-panelists , , & moderated by .

Register to join LIVE! 

|

      
                   ",https://media.licdn.com/dms/image/C4D22AQFdlgGMVQRRQw/feedshare-shrink_800/0/1663823898887?e=1683158400&v=beta&t=fIhhzNLuUBqF6AT-3RfODFErYZd4IndcHD8v6_dIfXA
234,CII's Water and Waste Expo,https://www.linkedin.com/in/waterandwasteexpo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADyAyo4BZJRxYTdrlKeTuwTvp4_ZrN6ddS4,"Leading fair for water, sewage, waste & recycling","We welcome 3R ZeroWaste Private Limited at CII's Water and Waste Expo

Dates: 16-18 February 2023
Venue: Pragati Maidan | New Delhi

Register your visit now: 

For more information: 

                           
                ",https://media.licdn.com/dms/image/C4D22AQHJfnLdYc5DjQ/feedshare-shrink_800/0/1672977860327?e=1683158400&v=beta&t=95NIbGzwl9HwcmyaaLM-rggYkUNOSsNOok_W7pyPvfs
235,Rakesh Kumar Sangrai,https://www.linkedin.com/in/rakesh-kumar-sangrai-04126b54?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAttyHEBKf3FE2Zrqa80EE4-AxcUJIyhtoM,"Senior Secretary - International Exhibitions, National Expert Committee on Textiles and Packaging, at PHD Chamber of Commerce and industry","PHDCCI as an Industry Partner in association with the Institute of Packaging Machinery Manufacturers of India and Messe Muenchen India is organizing PackMach Asia Expo 2022, International Conference on Packaging & BSM from 7th to 9th December 2022 at the Bombay Exhibition Centre, Mumbai. Concurrent with PackMach Asia Expo, PHDCCI is organizing International Conference on Packaging with support from the Ministry of Micro Small and Medium Enterprises, Govt of India.

The PackMach Asia Expo and BSM, and International Conference on Packaging will bring companies from across the packaging value chain, from solution providers to users, and offers a dynamic forum for showcasing and debating, and exchanging ideas with industry peers and potential customers, the user segment of packaging, etc. More than 70 international buyers and 25 speakers from Germany, Spain, Italy, Finland, Sri Lanka, South Korea, Nepal, Bangladesh, Australia, and India etc. will be participating.

Pre-registration is mandatory for participation. Please join, meet and network with buyers, sellers, and international speakers. Kindly register now at .

For details, please get in touch with Rakesh Kumar Sangrai, Sr. Secretary, PHDCCI at , 8285011851.",
236,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"𝗪𝗼𝗿𝗹𝗱'𝘀 𝗟𝗮𝗿𝗴𝗲𝘀𝘁 𝗚𝗹𝗼𝗯𝗮𝗹 𝗖𝗼𝗳𝗲𝗿𝗲𝗻𝗰𝗲 𝗼𝗻 𝗦𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆 𝗮𝗻𝗱 𝗠𝗮𝗸𝗲 𝗶𝗻 𝗜𝗻𝗱𝗶𝗮 𝗖𝗼𝗻𝗰𝗹𝗮𝘃𝗲 𝗮𝘁 𝗩𝗶𝗴𝘆𝗮𝗻 𝗕𝗵𝗮𝘃𝗮𝗻, 𝗡𝗲𝘄 𝗗𝗲𝗹𝗵𝗶 𝗜𝗻𝗱𝗶𝗮 𝘄𝗶𝗹𝗹 𝗯𝗲 6𝘁𝗵-9𝘁𝗵 𝗙𝗲𝗯𝗿𝘂𝗮𝗿𝘆 2023 𝘄𝗶𝘁𝗵 375 + 𝗘𝗺𝗶𝗻𝗲𝗻𝘁 𝗦𝗽𝗲𝗮𝗸𝗲𝗿𝘀 𝗼𝗻 8 𝗱𝗶𝗳𝗳𝗲𝗿𝗲𝗻𝘁 𝗵𝗼𝘁 𝗦𝘂𝗯𝗷𝗲𝗰𝘁𝘀 𝗮𝗻𝗱 692 𝗔𝘄𝗮𝗿𝗱𝘀 𝗶𝗻 74 𝗦𝗲𝗰𝘁𝗼𝗿𝘀.

𝗪𝗢𝗥𝗟𝗗'𝗦 𝗟𝗔𝗥𝗚𝗘𝗦𝗧 𝗦𝗛𝗢𝗪 𝗶𝗻 3 𝗣𝗮𝗿𝗮𝗹𝗹𝗲𝗹 𝗛𝗮𝗹𝗹𝘀

4𝗱𝗮𝘆𝘀 𝗖𝗼𝗺𝗽𝗮𝗰𝘁 𝗘𝘃𝗲𝗻𝘁𝘀

1.𝗘𝗦𝗚-𝗖𝗦𝗥 (2𝗱𝗮𝘆𝘀)
2.𝗗𝗲𝗰𝗮𝗿𝗯𝗼𝗻𝗶𝘀𝗮𝘁𝗶𝗼𝗻 𝗦𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆
𝗖𝗮𝗿𝗯𝗼𝗻 𝗡𝗲𝘁 𝘇𝗲𝗿𝗼 𝗯𝘆 2070( 1𝗱𝗮𝘆)
3.𝗘𝘄𝗮𝘀𝘁𝗲 𝗥𝗲𝗰𝘆𝗰𝗹𝗶𝗻𝗴, 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆 𝗘𝗣𝗥 & 𝗖𝗶𝗿𝗰𝘂𝗹𝗮𝗿 𝗘𝗰𝗼𝗻𝗼𝗺𝘆 (1𝗱𝗮𝘆)
4.𝗣𝗹𝗮𝘀𝘁𝗶𝗰 𝗥𝗲𝗰𝘆𝗰𝗹𝗶𝗻𝗴 𝗮𝗻𝗱 𝗪𝗮𝘀𝘁𝗲 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁𝘀 (2𝗱𝗮𝘆𝘀)
5.𝗦𝘂𝗽𝗽𝗹𝘆 𝗖𝗵𝗮𝗶𝗻 & 𝗟𝗼𝗴𝗶𝘀𝘁𝗶𝗰𝘀 (1𝗱𝗮𝘆)
6.𝗦𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗹𝗲 𝗙𝗹𝗲𝘅𝗶𝗯𝗹𝗲,𝗙𝗼𝗼𝗱 & 𝗣𝗵𝗮𝗿𝗺𝗮 𝗣𝗮𝗰𝗸𝗮𝗴𝗶𝗻𝗴 (2 𝗱𝗮𝘆𝘀)
7.𝗘𝗹𝗲𝗰𝘁𝗿𝗶𝗰𝗮𝗹 𝗩𝗲𝗵𝗶𝗰𝗹𝗲𝘀 (2 𝗱𝗮𝘆𝘀)
8 𝗕𝗮𝘁𝘁𝗲𝗿𝘆 𝗥𝗲𝗰𝘆𝗰𝗹𝗶𝗻𝗴 ( 1 𝗱𝗮𝘆)


| | | | | Viraj Nayak |
| | | | | | | | | | |
| | | | | | | |
|
, , , , , , , , ,",https://media.licdn.com/dms/image/C4D22AQH6ucIwFXKwkg/feedshare-shrink_800/0/1665117325037?e=1683158400&v=beta&t=iMdGKKkCGDNr3jni1EZi03pveACQf52kSDkULON23SM
237,SHASHIDHAR MADARKHANDI,https://www.linkedin.com/in/shashidhar-madarkhandi-2a0948a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAHrR5gB08qHGfYUi32IAJZK3edlWk-4sTc,Founder & CEO - GSM PLASTIC INDUSTRIES,"r HDPE - Extrusion Blow Grade
MFI - 1.3
#circulareconomy #EPR #plasticrecycling",
238,Abhishek Anand,https://www.linkedin.com/in/abhishek-anand-2b2685158?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACXUs2YB8EdrfgjZfuOPdVt-cjunWBe5ctE,Assistant Manager at WNS Global Services Ltd,"Thank you Employee Pooling, LLC for giving me such great opportunities and learnings in these past 6 years.

It’s been never an easy task to say Good Bye to you all. But I can proudly thanks to all my mentors for carving my skills and helping me in developing my overall personality.

Wish you all the success for your future endeavours. Best of Luck to the whole team of the .

Will Stay In Touch

Thanks",
239,Vinay Kumar Mantri,https://www.linkedin.com/in/vinay-kumar-mantri-a8690a27?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAWm5YYBdfqTtCyh7YvixI9DFX4yh9CGYag,Founder at Waste Management Services | EPR - Plastic & E Waste,"#ewaste
#recycling
#epr",https://media.licdn.com/dms/image/D4D22AQHhErcjnyEjmA/feedshare-shrink_800/0/1670804549030?e=1683158400&v=beta&t=hLrZzSpl9niwDH_22ztwd2JgCWo5zmueT3UJQeEkijg
240,Dr Harveen Kaur,https://www.linkedin.com/in/harvkaur?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAu06tQBAxiyDT0nt98_YK0L9daUsPNeg84,"Government Advisory | Former Fellow Smart Cities Mission, Ministry of Housing & Urban Affairs | Waste Management Specialist (E-waste) | Education Professional (Environment/Special Education) | Skills & Capacity Building","मोबाईल असो किंवा आई पेड, इलेक्ट्रॉनिक गेजेट असो किंवा ई असिस्टेंट । सगळे च रोज नव्या नव्या ने अपडेट होत आहे। तसेच सगळ्यांना नवे अपडेटेड गेजेट्स ही हवे।
पण ह्या मुळे वाढत आहे ईवेस्ट । हा वेस्ट जो सध्या आपल्या ला भयंकर वाटत नसला तरी पुढे हा भयंकर रूप घेणार आहेच। आपण पण माझा लेख वाचा आणि ह्यावर प्रतिक्रिया कळवा.  तुम्ही हा लेख या लिंक द्वारे देखील वाचू शकता।

Delighted to have my Article which was previously published in on ""Strategies to manage E-waste"" in in Maharashtra. Thanks for considering it and translating it into Marathi. It can also be accessed through this link:
(The article is a Santa's Gift to me as I came to know about it on 25th Dec and was unaware).",https://media.licdn.com/dms/image/C4D22AQFgpYXIWZnTvw/feedshare-shrink_800/0/1672316554162?e=1683158400&v=beta&t=3Lbqu-NVH5pB08pOe04tMKaKk-iLoMA-n9faJJ_UrZo
241,Shailesh Shinde,https://www.linkedin.com/in/shailesh-shinde-092b2116?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANejS4BLteJdinN4hiv3hobT5VRWtpksck,Plastic Waste Management | Recycling | EPR | Trading of Plastic Scrap | Circular Economy | Zero Waste,"Convenience over sustainability!
Recently came across these two branded food packets. When seen carefully, there is a small notch highlighted in RED color.
This notch is designed for the user's convenience but it leads to the problem of microplastic which may not always get collected and recycled.
Moreover, this is a choice at the design level i.e at the stage of manufacturing itself which can be avoided by incorporating some alternate design.",https://media.licdn.com/dms/image/C4D22AQFIhoE4eWpdoA/feedshare-shrink_800/0/1664270526249?e=1683158400&v=beta&t=NXJ09iMVsAvz_B5Ljr62ZuuVdXuSSOSeEvap8mFpflA
242,Shivam Batra,https://www.linkedin.com/in/shivam-batra-9183a449?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAozviQBuO7A7X3G2CUOXLWNaZn-2EM5bpo,Building Circular Businesses and Sustainable Teams since 2013 | Believes in Shared Economy and Inclusive Growth | Lives for Social Impact!,"Being Industry leaders and peers what is your take on EPR Policy Amendments in Plastics, E-Waste, and Batteries.

Have you read the new rules (draft) for plastics, e-waste, and batteries. Uploading draft rules on batteries that might be implemented in the near future.

My two cents on these rules are:

1. It may wipe out informal recyclers/smelters and the market would be governed by a few large players in the Industry.
2. PROs will be wiped out of the system, they may become WMAs and can act as suppliers to these large recyclers, only if they can compete on the cost(s).
3. The recyclers need to work more in strengthening their procurement channels as well as downstream vendors so as to constantly feed material in their system so as to attain ethical/clean profit(s).
4. Producers will attain easy EPR certificates from Recyclers at their desired/competitve cost(s), and each recycler will be fighting neck to neck to attract producer(s).
5. Demand for a productive and efficient workforce will increase and most of the recycler(s) will fetch talent from PROs.
6. Acquisition cost may reduce as recycler(s) will procure material directly from the source/aggregators.
7. Informal sector may get merged with the formal sector but at a slow pace of course.
8. Government may become stringent in terms of compliances and may penalize heavily if any recycler/refurbisher/producer/brand owner is found unsatisfactory.

Above is my understanding, would love to interact and learn more from each one of you. Do comment.

Whatever it unfolds, the sector is getting interesting with great opportunities for both employees as well as employers!",
243,Diganta Gaglani,https://www.linkedin.com/in/diganta-gaglani-975b5b18?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAO66KkB02Ey1OYE0qG5tMa1b-i-IhP8us8,Human resource,"#ahmedabad #plasticrecycling #plasticwaste
#plasticwastemanagment #epr #recycling #projectmanagement #projecthead #plantmanager #plantoperation #operations

Hello ,

We at UpMan Placements have a career advancement opportunity with one of our esteemed clients for the role of Plant Head

Industry : Plastic recycling
Location : Ahmedabad
Experience : 8 years and above
Designation : Plant Head

Job Description :

To identify different avenues of expanding the business in area of plastic waste, Industrial waste and EPR, evaluate the same and present the plan to management for approval for implementation.
To identify and effectively negotiate with partners/ associates for increasing the plastic waste collection from Ahmedabad City and surrounding area.
To identify and associate with plastic recyclers and to encourage  unregistered recyclers to get registered  
To establish and maintain the system of Trail for EPR generation
To build a strong team so that to manage & operate effectively  plastic waste collection, Industrial Waste Collection, recycling processing plant, Sales and marketing of the recycled finished product, EPR revenue generation and FPR trail management
To guide and mentor the team for carrying out their respective functions
To carry out budgeting exercise and put in place management information system whereby budget vs actual performance variance analysis is done, presented to the management along with the corrective and appropriate actions
To do liasoning with the regulatory bodies as and when required
Shall be responsible for achieving the targeted revenue and profit and hence knowledge about financial statement, costing, expense analysis is essential and must have analytical ability to interpret the financials results and key performance indicators. The Position is responsible for P & L for the Ahmadabad city operations
To ensure the timely compliance

If you think your profile matches with company's requirements, Do share your resume on 😍",
